season,team_home_advantage,team_home_prior_sd,match_id,date,home_team,away_team,home_goals,away_goals,season_game,holdout_game,actual_result,actual_result_idx,p_home_v2,p_draw_v2,p_away_v2,p_home_book,p_draw_book,p_away_book,rps_v2,rps_book,d_book_v2,rps_paper,d_paper_v2
2016/17,True,0.15,2016/17|2017-03-12|Hamburg|M'gladbach,2017-03-12,Hamburg,M'gladbach,2,1,215,1,home_win,0,0.27711624357708753,0.31543867896580785,0.40744507745710484,0.37432299641216665,0.3113416668571037,0.31433533673072966,0.3442862082220633,0.24513920836813544,-0.09914699985392786,0.24012095461495597,-0.10416525360710732
2016/17,True,0.15,2016/17|2017-05-06|Bayern Munich|Darmstadt,2017-05-06,Bayern Munich,Darmstadt,1,0,281,67,home_win,0,0.8752668583080622,0.0687798545463975,0.05595328714554024,0.9010479709498631,0.06727001974899663,0.031682009301140346,0.009344563489366166,0.005397626883248337,-0.0039469366061178285,0.05546983686197958,0.046125273372613414
2016/17,True,0.15,2016/17|2017-05-05|FC Koln|Werder Bremen,2017-05-05,FC Koln,Werder Bremen,4,3,280,66,home_win,0,0.4884215381195366,0.2737051305802813,0.23787333130018237,0.41027762592160283,0.2754391926833233,0.31428318139507394,0.1591481222019135,0.223273198298235,0.06412507609632151,0.22850832570622764,0.06936020350431416
2016/17,True,0.15,2016/17|2017-04-30|Hoffenheim|Ein Frankfurt,2017-04-30,Hoffenheim,Ein Frankfurt,1,0,279,65,home_win,0,0.4372342975904585,0.30588872047859567,0.2568769819309456,0.6584686263404176,0.20786403670491999,0.13366733695466243,0.19134550982722803,0.06725531808117628,-0.12409019174605175,0.09500661477351557,-0.09633889505371246
2016/17,True,0.15,2016/17|2017-04-30|Augsburg|Hamburg,2017-04-30,Augsburg,Hamburg,4,0,278,64,home_win,0,0.3767279638237762,0.2988569724443795,0.3244150637318446,0.3879631932355136,0.29743844814722703,0.3145983586172593,0.24685658232769636,0.23678059003957147,-0.010075992288124891,0.20536224134806672,-0.041494340979629646
2016/17,True,0.15,2016/17|2017-04-29|Wolfsburg|Bayern Munich,2017-04-29,Wolfsburg,Bayern Munich,0,6,277,63,away_win,2,0.21796313550216134,0.272749702022891,0.5092871624749479,0.1192571606065455,0.18053293926073738,0.7002099001327172,0.14415350867491097,0.05204818716718542,-0.09210532150772555,0.176580740851549,0.03242723217663804
2016/17,True,0.15,2016/17|2017-04-29|Werder Bremen|Hertha,2017-04-29,Werder Bremen,Hertha,2,0,276,62,home_win,0,0.4387445418950824,0.2879962580845673,0.27325920002035065,0.5448287930933908,0.24517295689202587,0.2099982500145832,0.1948391398241614,0.12564004630300332,-0.06919909352115808,0.11719024739459132,-0.07764889242957008
2016/17,True,0.15,2016/17|2017-04-29|RB Leipzig|Ingolstadt,2017-04-29,RB Leipzig,Ingolstadt,0,0,275,61,draw,1,0.5814825414196169,0.2449997171305698,0.17351774144981344,0.6200639276243105,0.22115146854320789,0.1587846038324815,0.18411517628683036,0.20484591237756217,0.02073073609073181,0.25780849199919653,0.07369331571236618
2016/17,True,0.15,2016/17|2017-04-29|Mainz|M'gladbach,2017-04-29,Mainz,M'gladbach,1,2,274,60,away_win,2,0.4066702773764674,0.32464518078464255,0.2686845418388901,0.4538558786346397,0.2730720606826802,0.2730720606826802,0.35010150692342346,0.367204693765673,0.01710318684224954,0.321209260278983,-0.028892246644440456
2016/17,True,0.15,2016/17|2017-04-29|Dortmund|FC Koln,2017-04-29,Dortmund,FC Koln,0,0,273,59,draw,1,0.7180739034664866,0.17706050416048286,0.10486559237303053,0.7546580308183715,0.15305077068079298,0.09229119850083564,0.26331346165167185,0.28901320439969136,0.025699742748019505,0.21087151207068294,-0.05244194958098891
2016/17,True,0.15,2016/17|2017-04-29|Darmstadt|Freiburg,2017-04-29,Darmstadt,Freiburg,3,0,272,58,home_win,0,0.3404377182699155,0.2654976028780282,0.39406467885205626,0.2801999620325255,0.26577232171106757,0.45402771625640703,0.29515468729988487,0.362126630893493,0.06697194359360814,0.2132776813445983,-0.08187700595528657
2016/17,True,0.15,2016/17|2017-04-28|Leverkusen|Schalke 04,2017-04-28,Leverkusen,Schalke 04,1,4,271,57,away_win,2,0.3868698319762158,0.2913713391127901,0.32175882891099433,0.4453834249730786,0.28319177310426963,0.2714248019226518,0.3048396765267458,0.3645941072470986,0.0597544307203528,0.32573844802311447,0.02089877149636865
2016/17,True,0.15,2016/17|2017-04-23|Schalke 04|RB Leipzig,2017-04-23,Schalke 04,RB Leipzig,1,1,270,56,draw,1,0.4846200842505194,0.28745679813074704,0.2279231176187334,0.3192659227344018,0.25458347605054893,0.4261506012150494,0.14340278680201177,0.1417675321676985,-0.0016352546343132712,0.1259169306167837,-0.017485856185228077
2016/17,True,0.15,2016/17|2017-04-23|Freiburg|Leverkusen,2017-04-23,Freiburg,Leverkusen,2,1,269,55,home_win,0,0.3337668930771018,0.2743345774466974,0.39189852947620063,0.26997395124606355,0.27841063722250303,0.4516154115314335,0.2987255050828732,0.3684472558959955,0.06972175081312226,0.2324373834359803,-0.0662881216468929
2016/17,True,0.15,2016/17|2017-04-22|M'gladbach|Dortmund,2017-04-22,M'gladbach,Dortmund,2,3,268,54,away_win,2,0.2506518991537306,0.24926161245006737,0.5000864883962021,0.2849829937815646,0.24818772116672963,0.4668292850517058,0.15636994681670627,0.18274315901158927,0.026373212194883006,0.30448641787118674,0.14811647105448048
2016/17,True,0.15,2016/17|2017-04-22|Ingolstadt|Werder Bremen,2017-04-22,Ingolstadt,Werder Bremen,2,4,267,53,away_win,2,0.4763091944256548,0.26793985590470126,0.25575094966964396,0.4283276388682568,0.26799734781647755,0.30367501331526564,0.3903885488060265,0.3341665266499756,-0.05622202215605093,0.24975612447169535,-0.14063242433433118
2016/17,True,0.15,2016/17|2017-04-22|Hertha|Wolfsburg,2017-04-22,Hertha,Wolfsburg,1,0,266,52,home_win,0,0.2959014502703046,0.31525533559137897,0.3888432141383167,0.33696820062638594,0.29714468600690397,0.36588711336671004,0.3234769064564385,0.2867422733542181,-0.036734633102220415,0.14270289627415364,-0.18077401018228487
2016/17,True,0.15,2016/17|2017-04-22|Hamburg|Darmstadt,2017-04-22,Hamburg,Darmstadt,1,2,265,51,away_win,2,0.5722791436144734,0.2389592411163705,0.18876161526915622,0.7319054175634634,0.1745112561450251,0.09358332629151155,0.4928055675384119,0.6786383633177541,0.18583279577934214,0.5121528501041945,0.01934728256578261
2016/17,True,0.15,2016/17|2017-04-22|Ein Frankfurt|Augsburg,2017-04-22,Ein Frankfurt,Augsburg,3,1,264,50,home_win,0,0.6551160140322926,0.2233643259233669,0.12151966004434057,0.5325279788565214,0.27757832325665704,0.18989369788682156,0.06685599577713294,0.1272948535245502,0.06043885774741725,0.14929186961676724,0.0824358738396343
2016/17,True,0.15,2016/17|2017-04-22|Bayern Munich|Mainz,2017-04-22,Bayern Munich,Mainz,2,2,263,49,draw,1,0.7410163029827277,0.17599562545711062,0.08298807156016168,0.8365822554199307,0.11368190927309162,0.04973583530697758,0.2779960906537321,0.3511717616985905,0.07317567104485839,0.24288968326239332,-0.03510640739133877
2016/17,True,0.15,2016/17|2017-05-06|Dortmund|Hoffenheim,2017-05-06,Dortmund,Hoffenheim,2,1,282,68,home_win,0,0.6560497358564076,0.20579749089276544,0.13815277325082698,0.650841647397442,0.19655417751402748,0.15260417508853064,0.06869398648067071,0.07259979472329156,0.0039058082426208507,0.22401790133832422,0.1553239148576535
2016/17,True,0.15,2016/17|2017-05-06|Hertha|RB Leipzig,2017-05-06,Hertha,RB Leipzig,1,4,284,70,away_win,2,0.3254079417050599,0.3230536330502348,0.35153842524470547,0.2562599184342098,0.27187686637202874,0.47186321519376134,0.26319637122942013,0.17229880463068953,-0.0908975665987306,0.2804673605963539,0.017270989366933776
