price_variant,kind,signal,threshold,dev_n,dev_roi,dev_profit,dev_hit_rate,dev_avg_odds,dev_profitable_seasons,test_n,test_roi,test_profit,test_hit_rate,test_avg_odds,test_profitable_seasons,dev_selection_score
closing,H,edge,0.1,144,-0.07791666666666669,-11.220000000000002,0.2708333333333333,4.879305555555556,2,84,-0.3466666666666667,-29.12,0.21428571428571427,3.9909523809523813,0,-0.03783505154639176
closing,H,edge,0.15,121,-0.011157024793388442,-1.3500000000000014,0.2727272727272727,5.163884297520662,2,63,-0.2482539682539682,-15.639999999999997,0.23809523809523808,4.343968253968254,1,0.012105263157894728
closing,H,edge,0.2,87,-0.09827586206896552,-8.55,0.20689655172413793,6.010229885057471,2,42,-0.17690476190476193,-7.430000000000001,0.23809523809523808,4.664999999999999,1,-0.04240875912408759
closing,H,edge,0.3,53,-0.06358490566037733,-3.3699999999999988,0.16981132075471697,7.598490566037735,2,26,-0.165,-4.29,0.19230769230769232,5.181923076923078,2,-0.012718446601941737
closing,H,gap,0.01,242,0.004752066115702477,1.1499999999999995,0.35537190082644626,3.9047933884297517,4,191,-0.23340314136125656,-44.580000000000005,0.3298429319371728,3.052879581151832,0,0.04393835616438356
closing,H,gap,0.02,207,-0.05782608695652172,-11.969999999999997,0.3333333333333333,3.9799033816425124,2,159,-0.2806289308176101,-44.620000000000005,0.3018867924528302,3.190188679245283,0,-0.026575875486381313
closing,H,gap,0.03,180,-0.05100000000000002,-9.180000000000003,0.3277777777777778,4.169555555555555,2,133,-0.30721804511278195,-40.86,0.2857142857142857,3.118345864661654,0,-0.019913043478260884
closing,H,gap,0.04,160,0.0061249999999999916,0.9799999999999986,0.3375,4.361437499999999,2,112,-0.2970535714285714,-33.269999999999996,0.2857142857142857,3.198125,0,0.02466666666666666
closing,H,gap,0.05,133,0.05616541353383458,7.469999999999999,0.3383458646616541,4.4745864661654124,3,91,-0.3206593406593406,-29.179999999999996,0.2857142857142857,3.0883516483516487,0,0.07081967213114754
closing,H,gap,0.075,76,0.09986842105263158,7.59,0.32894736842105265,4.381842105263158,3,46,-0.2654347826086956,-12.209999999999997,0.30434782608695654,2.9371739130434786,0,0.09023809523809523
closing,H,gap,0.1,33,0.027878787878787902,0.9200000000000008,0.2727272727272727,4.128484848484849,4,26,-0.15269230769230768,-3.9699999999999998,0.38461538461538464,2.6226923076923074,1,0.0510843373493976
closing,D,edge,0.0,324,0.07719135802469138,25.010000000000005,0.23765432098765432,4.790432098765431,3,116,0.3269827586206897,37.93000000000001,0.28448275862068967,4.997413793103448,3,0.0968716577540107
closing,D,edge,0.025,278,0.10028776978417267,27.880000000000003,0.23741007194244604,4.924496402877697,3,95,0.2308421052631579,21.93,0.25263157894736843,5.197263157894738,3,0.115
closing,D,edge,0.05,229,0.11209606986899563,25.669999999999998,0.22707423580786026,5.0794759825327525,3,79,0.02645569620253165,2.0900000000000003,0.20253164556962025,5.321012658227849,3,0.12200716845878136
closing,D,edge,0.075,196,0.046224489795918346,9.059999999999995,0.20918367346938777,5.213010204081633,3,55,0.08436363636363638,4.640000000000001,0.2,5.7727272727272725,3,0.0668292682926829
closing,D,edge,0.1,164,0.0005487804878048556,0.0899999999999963,0.1951219512195122,5.406890243902439,3,42,0.12261904761904766,5.150000000000001,0.19047619047619047,6.096666666666667,2,0.030420560747663535
