season,n,rps_model,rps_book,d_rps,rel,rhat,rps_paper,d_paper
2016/17,92,0.20434185034161895,0.19791195767379163,-0.006429892667827314,-3.2488651738897882,1.335471998870476,0.200744696454653,-0.003597153886965937
2017/18,93,0.21088490162944615,0.20485265795437754,-0.006032243675068605,-2.944674350484648,1.4282408966758748,0.21516379770250738,0.004278896073061228
2018/19,92,0.1892853408653278,0.18806206755468907,-0.001223273310638734,-0.6504625449164553,1.3381643532290186,0.19758375096205127,0.008298410096723469
2019/20,92,0.20421060264814345,0.18838268556649257,-0.015827917081650877,-8.402002038591903,1.267978860318657,0.2047542781626608,0.0005436755145173666
2020/21,93,0.2081947843055169,0.19639949483389887,-0.011795289471618037,-6.005763651069305,1.4719690638032659,0.21424853495588644,0.006053750650369533
2021/22,92,0.2062562158622714,0.2101653597670918,0.003909143904820389,1.8600324568961113,1.2272407578703421,0.22006472271258487,0.013808506850313457
2022/23,93,0.20682665390567104,0.20741626921630155,0.0005896153106305091,0.28426666474057344,1.3970246718332093,0.2183508755742203,0.011524221668549273
2023/24,92,0.18174123978914747,0.17749061500411314,-0.004250624785034324,-2.39484481189939,1.2690830202004475,0.19631060451649268,0.014569364727345213
2024/25,92,0.21893672976440312,0.22511165700469374,0.0061749272402906175,2.7430508586065208,1.3195210133539919,0.2320379061847347,0.013101176420331567
2025/26,94,0.19858925004928943,0.19832896037700298,-0.0002602896722864456,-0.13124138390664766,1.3336771867034627,0.20851150941858404,0.009922259369294611
