comparison,team_home_advantage,team_home_prior_sd,n,mean_delta_rps,rel_pct,ci_lo,ci_hi,wilcoxon_p,frac_v2_better
v2_vs_bookmaker,False,0.15,925,-0.004248477209930186,-2.130404975356471,-0.008169600971627878,-0.0004947210505833272,0.0029366580833327205,0.45513513513513515
v2_vs_paper,False,0.15,925,0.006228831901111042,2.967545912162005,0.0018123909970400064,0.010484163842980374,0.00017236104277791326,0.5545945945945946
