season,n,rps_model,rps_book,d_rps,rel,rhat,rps_paper,d_paper
2016/17,92,0.20665988336516553,0.1979119576737917,-0.008747925691373837,-4.420109726665734,1.3346484263744327,0.1996758691651641,-0.006984014200001415
2017/18,93,0.21297356039840554,0.20485265795437754,-0.008120902444027994,-3.9642651089431262,1.4362378477209148,0.21310883293516633,0.00013527253676079432
2018/19,92,0.18999524334214152,0.18806206755468904,-0.0019331757874524735,-1.0279456206075688,1.2768630834110388,0.19293860894656048,0.0029433656044189627
2019/20,92,0.20444635277292625,0.18838268556649257,-0.01606366720643368,-8.527146302287829,1.3748855189645788,0.2050485921322636,0.0006022393593373421
2020/21,93,0.20996085495345773,0.19639949483389885,-0.013561360119558885,-6.904987271493823,1.4550840390918767,0.2140500755366248,0.004089220583167075
2021/22,92,0.20759746634702364,0.2101653597670918,0.0025678934200681625,1.2218442767704145,1.2409447932045008,0.2210651126389687,0.013467646291945051
2022/23,93,0.20678610795878766,0.20741626921630155,0.0006301612575138893,0.30381476819291026,1.3690427961969933,0.22060802208914085,0.013821914130353191
2023/24,92,0.18022962220021574,0.1774906150041132,-0.0027390071961025386,-1.543184238805564,1.3196608606818412,0.19639649640868703,0.016166874208471294
2024/25,92,0.21996933385678363,0.22511165700469374,0.005142323147910105,2.284343341581322,1.2938418749169263,0.23015191416527667,0.010182580308493033
2025/26,94,0.19799734910986752,0.19832896037700298,0.0003316112671354621,0.1672026447903035,1.2850434757045675,0.20583260453078733,0.007835255420919812
